Users,Bandwidth,Latency,SignalStrength,PacketLoss,Throughput,Jitter,EnergyConsumption,HandoverRate,MobilitySpeed,EdgeServerLoad,NetworkSlice,Congestion
6070,646,85.15,71,9.89,269.11,31.16,91.96,4.45,88,57,URLLC,High
102,783,20.33,35,4.0,262.36,7.82,72.89,0.9,94,71,URLLC,Medium
5913,1322,71.02,38,10.18,311.92,28.18,117.94,11.5,58,78,eMBB,High
305,264,8.56,88,4.49,216.0,11.91,31.58,5.22,36,28,eMBB,Low
6051,1172,41.99,59,8.35,492.09,22.76,82.45,7.48,24,43,URLLC,High
4235,1233,49.54,37,5.27,330.3,22.18,89.12,8.0,15,58,eMBB,High
6302,1670,73.74,43,10.47,497.9,29.6,127.28,6.56,165,89,eMBB,High
2721,1712,32.69,68,3.97,1057.62,15.65,74.31,2.46,170,56,eMBB,Low
4839,927,75.09,77,11.66,523.46,31.88,91.15,9.06,86,59,eMBB,High
5726,678,64.58,56,8.56,209.45,25.17,83.7,9.65,141,35,eMBB,High
6103,885,75.19,36,9.92,139.69,35.84,106.64,6.64,133,65,eMBB,High
2990,1734,22.41,100,6.53,1564.89,13.46,92.13,5.86,22,87,URLLC,Medium
3293,1437,17.08,66,0.18,864.67,6.55,50.09,1.37,125,23,URLLC,Low
2766,1257,49.34,50,8.28,515.98,22.89,104.0,1.01,59,87,mMTC,High
6339,1650,60.05,35,4.59,396.94,16.46,93.66,4.07,139,34,eMBB,Medium
3406,158,40.26,82,1.48,42.81,6.9,49.72,3.73,140,13,eMBB,Low
997,658,37.0,84,10.45,479.66,24.64,88.89,11.44,99,88,eMBB,High
1185,492,18.71,47,4.81,192.35,9.3,60.24,9.4,102,41,URLLC,Medium
1379,625,58.03,49,13.47,237.4,32.75,96.52,7.92,133,91,URLLC,High
770,1712,19.45,87,6.65,1387.65,11.0,86.35,6.21,62,87,eMBB,Low
1605,248,32.02,78,5.76,144.03,16.26,74.98,2.01,37,74,mMTC,Medium
3675,760,51.26,42,9.94,200.88,23.04,96.87,11.74,127,70,eMBB,High
4914,1766,19.84,80,3.84,1244.74,9.98,67.84,4.5,49,29,URLLC,Low
5267,662,81.09,53,8.76,193.57,26.72,121.84,1.28,179,83,URLLC,High
2055,594,5.0,72,3.99,362.08,10.13,41.11,5.93,39,19,mMTC,Low
5355,1417,33.47,45,11.44,442.99,21.25,81.15,10.49,7,43,URLLC,High
349,111,25.86,77,7.83,71.17,17.4,64.26,10.65,7,70,mMTC,High
1992,366,32.26,54,1.7,145.04,9.82,57.99,0.13,103,36,eMBB,Low
3539,673,48.25,54,7.87,251.11,22.78,76.74,10.64,33,49,mMTC,High
1953,1146,26.47,55,5.38,553.22,11.42,84.15,3.26,56,74,eMBB,Medium
2954,696,30.25,91,2.43,546.68,6.1,66.24,0.47,173,42,mMTC,Low
1603,1104,21.42,84,9.42,814.49,21.43,78.31,10.17,21,77,URLLC,High
3485,1676,31.05,60,12.47,813.98,26.54,98.87,10.37,86,80,mMTC,High
3671,349,42.68,64,5.83,120.73,15.45,45.6,7.15,39,18,URLLC,Medium
3892,1283,20.44,65,4.25,707.11,12.54,62.25,6.89,172,25,URLLC,Low
3526,597,21.39,76,3.2,353.47,8.16,48.85,9.76,178,14,URLLC,Low
5430,1206,29.58,95,6.99,943.21,15.89,63.13,9.44,85,32,URLLC,Medium
143,1113,5.0,95,6.03,1000.64,9.42,66.06,10.68,132,52,eMBB,Low
3712,662,58.11,51,9.92,216.91,25.8,87.5,6.63,94,66,eMBB,High
2718,1193,29.61,53,8.87,517.6,18.82,76.01,11.61,12,60,eMBB,High
4778,305,43.76,85,9.28,119.75,24.31,55.66,11.95,27,22,eMBB,High
3263,749,22.96,97,1.49,635.93,9.77,54.35,1.4,83,33,mMTC,Low
1388,996,14.3,64,7.12,564.92,11.88,37.34,10.19,61,20,eMBB,Medium
3042,205,69.01,59,8.76,36.07,26.63,79.3,6.0,92,61,mMTC,High
319,1035,5.0,60,1.03,607.69,2.32,40.72,4.65,86,26,eMBB,Low
2025,1312,8.97,90,3.86,1092.19,9.11,57.21,7.36,23,46,eMBB,Low
3072,1200,24.36,56,0.0,595.2,6.36,55.04,0.67,97,22,mMTC,Low
3613,153,59.08,53,8.76,5.0,25.21,96.3,6.08,6,71,URLLC,High
2548,1730,40.88,65,8.57,980.49,20.65,107.01,10.45,165,93,URLLC,High
3571,1294,9.04,60,1.52,677.29,5.37,50.72,2.56,36,17,URLLC,Low
2874,1785,11.09,76,0.0,1284.75,0.5,87.62,5.12,67,65,URLLC,Low
1090,135,44.95,75,12.51,63.44,25.07,97.1,11.27,169,92,eMBB,High
3046,799,57.65,57,6.44,354.84,26.51,99.65,5.14,85,79,mMTC,High
1912,632,35.22,81,3.07,451.02,9.94,66.89,4.3,132,53,mMTC,Low
5053,111,93.05,47,11.82,5.0,36.02,111.52,5.29,177,69,URLLC,High
903,1630,5.0,100,4.09,1551.87,8.94,53.72,6.23,86,50,eMBB,Low
589,653,5.0,100,4.56,613.46,9.35,37.05,7.58,14,30,URLLC,Low
3656,746,75.47,50,10.96,247.53,33.99,120.02,9.61,122,95,eMBB,High
5976,363,80.58,62,9.25,58.31,32.1,87.8,5.43,106,51,eMBB,High
1593,1597,33.54,69,9.34,976.34,19.03,90.61,9.81,152,83,eMBB,High
3745,266,73.57,75,9.52,90.05,31.97,99.44,6.4,88,83,URLLC,High
2991,577,47.63,65,7.04,278.27,21.56,69.07,4.06,124,38,mMTC,Medium
1805,1545,29.74,66,6.89,916.03,17.82,93.01,7.9,112,89,URLLC,High
3616,209,71.21,88,11.03,76.61,32.41,96.44,8.61,136,74,URLLC,High
3440,718,43.86,93,5.08,553.47,12.07,59.44,6.7,165,26,eMBB,Low
153,1395,5.0,75,0.28,1039.98,0.96,49.25,0.68,149,39,eMBB,Low
2675,193,41.87,100,0.36,125.55,6.22,60.45,2.04,106,35,eMBB,Low
3691,1302,33.31,88,3.97,1015.58,10.52,75.79,3.42,86,62,mMTC,Low
715,92,25.79,74,1.17,49.54,5.66,47.04,3.39,176,28,eMBB,Low
5278,1374,67.87,62,11.1,641.13,32.74,94.45,8.08,67,62,mMTC,High
6044,1704,69.52,71,6.62,992.0,24.34,115.62,0.22,14,94,URLLC,High
1054,1318,5.0,99,2.75,1248.57,6.45,32.12,9.07,64,26,eMBB,Low
2533,523,39.39,89,1.75,395.36,9.17,75.43,3.18,53,55,URLLC,Low
1729,1615,28.09,38,6.72,536.11,17.23,109.39,3.72,157,94,URLLC,High
2881,526,52.21,44,10.02,140.09,26.03,87.41,6.33,92,62,mMTC,High
749,1065,5.0,81,3.57,818.26,8.87,75.96,2.59,19,73,mMTC,Low
2447,1072,31.77,48,8.62,416.42,21.76,66.29,10.61,32,54,eMBB,High
4590,794,58.22,72,7.09,423.15,22.85,89.23,1.02,99,58,eMBB,Medium
3378,153,52.83,46,4.91,5.0,16.25,63.34,5.33,76,28,URLLC,Medium
5555,616,91.48,79,10.66,304.54,35.13,110.94,10.19,134,80,mMTC,High
2740,180,71.28,51,11.49,14.51,32.85,112.52,7.39,135,90,eMBB,High
3901,255,73.28,69,8.07,66.59,27.15,97.63,3.51,155,74,URLLC,High
2661,506,40.93,100,3.4,425.14,12.2,67.87,5.05,172,46,URLLC,Medium
3349,1220,39.79,75,7.44,774.54,18.5,99.18,8.48,106,79,URLLC,High
470,1269,5.0,63,9.11,727.03,17.03,50.23,11.68,119,35,eMBB,Medium
957,120,17.17,52,5.11,35.82,10.06,28.8,10.72,73,11,URLLC,Medium
4986,508,72.71,54,5.48,137.14,21.9,100.38,4.11,10,68,mMTC,High
4853,423,53.1,48,8.72,66.96,25.56,55.77,11.98,30,14,eMBB,High
5588,1527,29.4,68,3.4,869.24,11.95,74.16,0.04,11,46,eMBB,Low
483,445,5.81,83,0.0,357.28,0.5,56.43,0.33,123,40,mMTC,Low
6305,1223,66.42,88,11.53,815.21,32.15,113.29,9.89,77,85,eMBB,High
3977,688,63.51,65,3.84,333.46,22.02,96.24,2.39,178,57,mMTC,Medium
2652,736,21.16,92,0.57,607.6,6.13,42.79,0.73,171,15,URLLC,Low
4434,807,23.32,76,0.26,501.14,4.09,58.06,2.85,95,24,eMBB,Low
4390,308,61.1,92,4.78,162.32,21.74,56.55,5.11,49,24,mMTC,Medium
2825,904,31.0,64,9.52,462.04,26.16,86.28,8.77,116,70,eMBB,High
4134,1233,26.27,59,5.17,592.78,15.24,48.98,7.49,16,25,URLLC,Medium
3393,1455,24.44,97,0.0,1326.52,0.94,57.58,2.85,162,29,eMBB,Low
6304,968,86.49,53,8.61,318.63,31.44,126.16,6.04,128,86,URLLC,High
5348,1421,66.61,42,13.43,396.33,37.52,101.4,11.11,156,53,eMBB,High
6211,1063,72.22,37,9.21,207.85,24.53,95.76,9.78,178,51,eMBB,High
4351,1752,36.85,51,6.63,735.38,19.78,87.46,3.88,63,55,mMTC,Medium
4088,915,34.44,48,9.26,303.11,21.53,77.3,11.79,131,43,eMBB,High
1022,1440,28.13,43,7.17,556.65,19.88,81.8,8.5,86,73,URLLC,High
3015,1376,21.39,96,0.0,1245.58,3.71,66.61,0.75,155,38,eMBB,Low
3050,196,19.69,55,2.94,28.91,9.23,38.0,0.42,15,12,mMTC,Low
5805,897,54.48,71,8.14,448.54,24.36,62.48,2.02,62,18,eMBB,Medium
3146,447,79.94,45,11.31,103.54,35.04,106.79,8.73,75,84,mMTC,High
1074,1197,20.09,54,4.63,594.59,12.38,93.48,2.2,84,84,URLLC,Medium
1330,247,26.35,69,1.87,134.52,6.12,45.42,6.14,108,34,eMBB,Low
2535,1033,35.98,87,2.4,817.36,10.03,97.12,1.12,16,95,eMBB,Low
1914,1444,11.63,81,5.75,1065.74,11.86,68.34,11.05,167,51,eMBB,Low
3034,740,36.96,86,3.84,540.19,15.64,80.14,4.13,140,55,URLLC,Medium
5033,774,82.27,42,13.05,163.9,37.96,116.7,10.9,179,82,eMBB,High
6203,1004,85.81,38,15.32,177.74,40.17,128.24,11.34,57,93,mMTC,High
1463,231,48.15,61,4.62,98.91,14.68,87.06,0.07,164,68,eMBB,Medium
4040,665,38.02,78,5.36,394.53,17.27,59.43,5.57,78,30,eMBB,Medium
303,992,24.06,74,2.77,709.56,8.09,86.23,0.3,60,83,URLLC,Low
260,353,16.6,81,6.04,265.04,14.76,33.82,10.9,112,31,URLLC,Medium
4587,1657,19.85,78,3.62,1138.8,9.62,70.99,6.22,120,38,eMBB,Low
868,575,19.89,82,1.03,445.75,8.25,67.16,0.9,33,72,eMBB,Low
3848,180,81.45,86,3.37,54.25,18.92,100.28,1.32,69,82,eMBB,High
2681,636,49.12,45,6.3,204.15,22.43,88.49,4.6,16,70,URLLC,High
1193,1185,24.43,38,6.31,396.8,17.09,79.3,11.28,19,73,URLLC,High
4600,1632,47.05,82,6.89,1146.4,19.3,99.16,8.31,58,78,URLLC,Medium
707,152,26.66,60,8.82,66.82,18.04,52.2,10.41,68,49,mMTC,High
5810,1117,81.47,73,8.99,609.07,33.8,126.03,4.4,160,84,mMTC,High
1640,1536,5.0,92,0.0,1372.12,0.5,29.76,0.52,101,10,URLLC,Low
2975,236,74.2,53,14.29,35.81,38.26,92.83,11.69,119,74,mMTC,High
3291,814,48.3,92,2.46,651.25,13.57,96.96,0.21,144,71,eMBB,Low
1937,211,44.47,62,11.09,70.31,26.88,73.97,11.37,56,63,eMBB,High
789,1441,9.78,100,2.56,1390.53,7.68,66.39,4.42,82,69,eMBB,Low
3859,1098,48.67,44,4.52,368.45,14.58,83.43,0.12,128,55,eMBB,Medium
3049,1507,5.0,92,3.17,1273.59,10.16,33.63,8.27,12,14,URLLC,Low
5436,1479,47.12,48,9.3,519.0,22.64,73.09,11.77,154,31,mMTC,High
2203,638,35.78,49,9.43,232.98,22.18,72.41,11.59,5,62,eMBB,High
465,186,37.34,67,5.74,107.03,13.6,90.41,1.93,96,79,eMBB,Medium
5918,1723,44.43,51,4.67,696.58,18.03,80.24,2.17,93,41,URLLC,Medium
3675,344,40.66,58,2.75,103.07,15.77,48.57,6.79,109,20,mMTC,Medium
4650,1308,35.53,64,6.41,676.15,21.31,62.03,7.65,150,19,eMBB,Medium
4299,1182,50.41,96,5.12,978.83,20.05,77.22,8.87,137,48,URLLC,Medium
4272,234,66.3,47,3.68,5.0,17.45,75.13,2.17,50,40,eMBB,Medium
4425,1067,22.08,96,6.15,861.2,14.43,54.91,11.51,146,21,eMBB,Low
6133,1076,74.68,81,11.19,636.96,31.82,115.3,7.66,50,89,mMTC,High
2478,326,40.76,50,8.98,88.85,20.18,75.46,10.16,86,47,mMTC,High
1305,610,17.24,100,6.23,545.71,13.1,71.53,6.48,67,76,eMBB,Medium
5088,937,69.47,77,6.04,557.98,24.59,104.88,4.97,83,75,mMTC,High
3939,617,58.15,42,10.45,138.1,26.5,90.21,11.73,41,61,URLLC,High
5769,808,71.07,37,3.51,145.99,14.2,65.46,6.99,56,14,mMTC,Medium
2835,1257,21.16,46,5.01,483.2,9.82,52.53,10.4,165,20,URLLC,Medium
6270,233,73.79,50,7.96,5.0,28.45,74.88,11.44,61,34,URLLC,High
3447,1789,5.0,93,4.49,1515.34,5.1,69.02,8.1,6,44,URLLC,Low
1775,171,33.01,83,8.97,86.95,20.25,57.66,6.59,111,44,URLLC,High
398,1536,5.0,97,0.42,1474.76,0.85,48.52,0.04,177,31,eMBB,Low
1056,417,33.23,96,0.0,373.92,6.5,60.04,0.48,179,46,eMBB,Low
1214,1583,38.82,83,3.57,1244.45,13.53,90.64,2.41,25,95,eMBB,Low
2605,1796,11.6,85,0.8,1451.3,4.25,83.85,2.23,153,64,URLLC,Low
1574,1234,25.02,67,2.76,768.41,8.9,92.11,3.06,18,84,eMBB,Low
4560,529,64.34,64,7.16,204.36,21.86,103.21,3.66,8,81,URLLC,High
5894,889,74.0,93,7.5,627.75,27.87,100.65,4.32,60,73,mMTC,High
4546,866,53.42,49,3.35,298.84,11.78,56.4,5.05,19,29,eMBB,Medium
3826,352,51.34,57,1.72,102.11,13.73,48.07,1.19,105,13,URLLC,Low
3571,667,22.96,79,0.92,433.62,7.98,57.23,0.51,49,27,eMBB,Low
6496,256,92.29,96,10.35,62.16,38.88,93.41,8.09,80,60,mMTC,High
2928,1799,19.69,49,7.57,752.7,14.9,101.46,6.45,149,77,eMBB,Medium
6100,910,42.8,80,4.73,546.8,14.62,75.31,5.33,140,29,URLLC,Medium
2950,722,22.6,98,3.35,614.06,9.87,48.27,7.61,139,18,mMTC,Low
5207,1152,68.47,80,9.61,717.62,28.62,101.94,9.93,9,89,mMTC,High
2606,646,28.53,90,2.22,505.49,10.58,48.35,5.13,64,35,URLLC,Low
3870,745,61.25,78,4.56,462.27,19.82,65.06,7.69,157,34,URLLC,Medium
3064,1458,32.6,63,12.65,745.11,26.67,98.24,11.44,7,77,URLLC,High
4694,1411,42.26,96,5.15,1179.08,16.17,79.03,10.08,148,50,mMTC,Medium
1049,947,24.04,86,6.75,742.38,17.67,68.92,5.11,21,68,URLLC,Medium
6190,1733,41.47,88,4.29,1315.77,12.23,97.23,7.74,17,54,eMBB,Low
6242,1149,71.4,91,5.82,838.83,22.28,95.0,2.12,175,50,mMTC,Medium
4703,381,69.46,100,8.17,237.49,27.5,83.81,6.73,171,47,URLLC,High
5523,947,40.48,56,10.12,347.52,22.36,64.65,11.78,8,28,URLLC,High
2950,991,25.0,54,2.63,449.66,1.89,54.99,6.22,53,23,eMBB,Low
265,487,20.89,67,7.09,300.39,18.71,42.13,11.13,25,30,URLLC,High
3586,1292,33.75,59,2.91,654.14,10.98,58.29,4.89,93,24,eMBB,Low
2609,901,7.65,80,3.9,632.15,5.49,38.26,11.99,99,12,URLLC,Low
1019,1232,16.38,91,4.59,1052.76,12.59,53.48,6.95,25,46,eMBB,Low
213,640,21.9,39,4.52,234.87,11.21,53.75,0.51,33,55,URLLC,Medium
3604,1640,8.68,89,2.16,1343.23,3.16,53.65,7.04,7,25,mMTC,Low
1091,1369,5.0,95,1.13,1261.03,3.56,35.0,3.29,137,23,eMBB,Low
6147,1221,55.33,42,1.08,354.53,11.9,65.48,0.39,47,18,mMTC,Low
6450,543,71.4,50,6.45,95.66,22.59,74.07,9.85,106,16,eMBB,High
3939,223,44.49,82,2.26,80.94,10.31,57.23,3.31,53,23,mMTC,Low
1358,521,12.66,95,3.53,446.44,6.23,28.61,9.56,167,15,mMTC,Low
3526,1303,66.87,49,9.83,498.02,30.22,110.59,3.46,118,94,URLLC,High
614,1260,5.0,99,0.0,1232.05,0.5,38.66,2.33,142,24,URLLC,Low
5427,566,75.12,56,15.09,141.43,37.58,89.68,11.69,80,61,mMTC,High
4904,939,67.99,37,6.05,207.31,22.73,120.71,4.34,145,81,eMBB,High
3296,1237,26.6,88,5.42,956.99,16.92,66.84,7.22,95,43,eMBB,Low
6381,227,68.32,48,5.86,5.0,22.53,69.23,7.32,101,10,URLLC,High
4534,1439,54.46,70,7.47,831.25,23.68,103.72,6.73,150,78,mMTC,High
2684,1174,48.87,44,12.0,397.8,29.4,105.25,10.98,61,95,mMTC,High
167,1336,5.0,83,4.99,1058.59,11.2,38.63,8.09,45,29,mMTC,Low
1696,1437,10.15,99,6.56,1302.46,16.85,90.61,4.84,86,89,eMBB,Low
5760,890,49.85,91,5.9,626.08,18.13,54.38,10.35,98,16,mMTC,Medium
4578,745,39.11,61,2.65,329.96,11.57,55.09,2.17,38,16,eMBB,Low
118,169,36.29,39,5.28,60.06,15.86,61.96,6.53,142,59,URLLC,High
2830,1437,5.0,91,4.22,1190.93,9.13,41.23,11.41,52,11,eMBB,Low
3621,278,57.36,49,9.07,35.4,26.01,83.33,7.5,79,56,eMBB,High
6317,1264,49.1,64,3.42,627.98,13.56,63.81,9.8,15,23,eMBB,Low
672,617,28.58,54,6.42,298.55,16.04,57.28,7.84,103,40,eMBB,Medium
5495,1224,55.89,71,9.06,666.05,30.33,97.75,10.07,69,59,URLLC,High
2358,380,75.61,37,14.53,64.63,38.94,90.72,11.33,140,70,eMBB,High
3002,803,39.72,75,4.51,504.57,11.0,81.46,3.28,107,50,eMBB,Low
6139,1678,29.4,73,2.42,1046.76,8.62,75.78,2.04,46,23,eMBB,Low
750,1042,5.0,60,2.05,595.77,4.41,28.19,5.81,8,14,eMBB,Low
5841,1539,68.34,36,12.39,350.81,33.08,121.84,8.42,33,84,eMBB,High
5189,147,76.29,57,5.02,5.0,22.13,66.53,2.73,156,14,eMBB,Medium
2687,538,63.35,57,3.24,231.21,17.48,89.34,0.05,164,73,URLLC,Medium
3362,1617,26.53,50,4.65,693.12,13.7,72.22,4.12,170,38,URLLC,Low
1438,477,61.56,43,14.52,144.34,36.28,90.19,11.63,85,84,URLLC,High
5096,699,49.07,47,7.83,179.69,24.04,56.54,8.34,114,14,URLLC,High
3734,1389,13.24,62,4.03,738.91,6.24,72.6,4.82,63,45,eMBB,Low
5880,1664,80.66,61,8.6,795.3,28.63,124.7,2.31,151,88,mMTC,High
2927,1243,13.93,85,3.57,951.94,9.44,42.96,4.27,33,28,URLLC,Low
5781,809,90.35,98,4.66,617.51,24.7,109.45,2.04,175,73,URLLC,High
6119,635,50.6,86,3.03,379.34,12.95,68.74,1.28,11,31,eMBB,Low
5977,860,68.22,72,6.26,437.47,21.86,92.71,10.88,150,43,eMBB,High
5332,1693,42.73,99,10.69,1393.46,24.18,99.56,11.97,96,65,eMBB,High
2317,973,30.18,52,1.8,440.45,10.45,49.04,1.97,120,26,eMBB,Low
3639,689,68.19,97,5.27,548.0,17.53,108.44,0.65,140,85,URLLC,Medium
6140,827,76.8,85,5.96,514.54,21.39,103.08,3.96,86,65,URLLC,High
1137,361,25.76,43,4.37,121.15,12.9,44.64,5.54,101,26,URLLC,Medium
5934,740,81.3,47,8.73,174.15,30.56,117.07,2.46,95,83,mMTC,High
4483,1003,80.44,74,9.8,569.53,27.97,112.83,3.62,172,91,mMTC,High
4078,1075,38.52,89,4.11,822.03,15.17,54.17,2.41,113,27,URLLC,Low
6432,1681,70.8,77,9.21,1034.23,28.76,85.54,9.29,46,54,mMTC,High
3061,825,55.32,78,7.16,528.58,23.16,99.54,8.55,57,87,eMBB,High
3326,1560,41.15,67,9.85,876.26,24.3,80.28,7.62,132,65,eMBB,High
5786,166,108.25,58,8.41,5.0,34.63,119.49,4.65,120,89,eMBB,High
5941,1182,62.01,70,9.42,613.92,28.1,100.92,10.91,117,59,URLLC,High
1198,1308,24.09,44,9.17,501.59,20.87,79.68,11.63,4,67,mMTC,High
2424,870,23.77,54,2.2,400.59,8.51,47.82,2.08,95,27,eMBB,Low
1039,1440,18.76,46,3.94,614.68,9.9,93.35,2.68,20,89,mMTC,Medium
3816,1357,52.23,96,6.0,1142.18,19.44,107.69,6.31,151,90,eMBB,Medium
3514,383,43.95,52,1.97,108.04,11.72,49.93,1.1,127,16,mMTC,Low
1548,1483,18.08,97,4.38,1347.3,12.35,90.42,5.24,123,85,eMBB,Low
670,209,21.66,59,6.35,100.03,18.62,34.77,6.98,145,19,eMBB,Medium
3004,675,52.27,46,7.96,214.8,24.0,93.57,6.26,20,78,URLLC,High
5196,1379,67.24,55,7.25,582.73,25.18,120.71,3.97,53,94,eMBB,High
5401,637,60.36,59,7.98,215.81,26.86,64.42,6.51,137,12,eMBB,High
2605,978,59.67,45,13.62,325.02,34.69,114.89,11.51,151,92,eMBB,High
1017,1286,5.0,98,6.08,1171.0,9.12,57.5,2.47,103,53,mMTC,Low
1974,1371,21.43,84,4.21,1061.89,9.55,87.38,7.86,110,79,URLLC,Medium
5028,1425,32.32,96,0.62,1235.23,10.53,64.01,0.52,115,23,eMBB,Low
6436,1615,29.28,83,0.9,1169.5,5.37,59.13,0.8,56,13,URLLC,Low
1778,1715,5.0,48,4.04,751.04,8.91,53.72,6.62,127,27,URLLC,Low
715,157,38.75,35,4.26,35.12,12.24,78.0,1.26,150,61,eMBB,Medium
4601,863,61.74,59,5.87,369.24,23.66,87.65,0.27,149,47,eMBB,Medium
1849,1442,41.16,93,6.04,1227.33,16.76,97.54,2.06,161,89,eMBB,Medium
3925,753,50.91,39,3.84,186.15,15.86,61.37,6.78,119,29,eMBB,Medium
4288,1659,43.19,53,6.64,723.42,18.61,82.55,8.44,69,53,URLLC,High
2577,1612,27.89,57,2.45,835.66,10.19,80.34,2.43,155,60,eMBB,Low
4849,317,65.52,43,7.52,6.54,24.92,72.14,8.02,94,28,URLLC,High
3605,1237,59.05,84,7.28,885.92,24.82,102.15,2.19,98,77,URLLC,High
3575,1295,61.51,50,8.98,509.67,27.65,107.96,7.36,166,75,eMBB,High
4629,1459,32.92,67,3.12,836.39,11.79,60.93,4.94,41,22,URLLC,Low
1235,357,48.42,36,7.87,89.22,23.4,81.65,7.85,150,71,eMBB,High
4100,1121,54.58,48,12.78,378.27,32.95,101.9,11.94,69,70,mMTC,High
474,603,14.16,35,9.97,181.67,18.7,49.6,11.25,1,39,URLLC,High
5262,259,65.85,92,2.51,101.75,15.17,73.98,0.05,151,39,mMTC,Medium
306,202,17.35,50,11.07,84.03,25.05,72.48,10.63,144,60,URLLC,High
4975,1349,53.27,81,2.84,942.45,15.83,88.25,0.8,108,57,eMBB,Low
1419,1476,7.81,78,4.52,1072.44,9.9,46.16,11.44,64,42,URLLC,Low
1241,1154,30.09,48,7.75,487.12,16.99,85.61,3.38,69,83,mMTC,High
4727,1174,62.85,58,8.62,513.83,22.39,115.34,4.58,68,91,URLLC,High
6409,559,66.58,89,1.71,330.2,14.31,73.75,1.1,120,28,mMTC,Low
2790,1663,20.01,49,4.82,712.39,10.89,94.0,1.35,108,80,mMTC,Medium
3355,1122,37.9,68,5.71,642.78,15.91,88.72,8.72,59,66,eMBB,Medium
189,163,17.73,36,4.77,51.62,13.01,48.14,11.33,177,28,eMBB,Medium
5313,1258,66.35,61,10.34,568.43,32.58,111.81,7.33,92,88,URLLC,High
4208,644,41.78,57,8.47,235.97,24.14,87.49,8.59,11,50,eMBB,High
3120,698,37.55,48,10.43,227.92,23.28,72.0,9.14,102,51,mMTC,High
1957,436,34.79,97,5.35,355.14,16.43,73.77,3.15,174,61,mMTC,Medium
904,895,5.0,99,0.0,863.45,0.5,29.0,0.54,111,13,eMBB,Low
1044,726,5.0,97,0.22,676.83,0.5,24.41,0.02,64,13,eMBB,Low
2889,522,18.93,98,1.94,431.06,6.55,48.29,4.21,154,14,mMTC,Low
6053,1172,66.08,66,4.94,590.35,22.81,88.05,2.9,47,50,eMBB,Medium
3975,602,67.5,47,7.49,165.9,24.21,92.87,0.75,87,70,mMTC,High
1710,222,26.84,100,5.61,168.87,16.03,88.97,2.15,61,84,eMBB,Medium
3023,271,64.46,53,5.78,61.14,20.1,71.53,1.49,43,64,URLLC,High
6155,1490,79.29,58,10.73,633.05,33.89,124.61,10.98,146,84,eMBB,High
3982,457,58.52,45,0.66,104.97,11.17,66.0,1.68,135,22,URLLC,Low
3321,660,24.42,93,4.63,507.09,15.31,38.64,6.45,54,23,URLLC,Low
5248,614,93.23,49,11.35,141.2,35.45,102.54,7.12,107,69,URLLC,High
4491,1796,44.52,44,9.84,613.17,23.66,100.18,6.52,46,81,eMBB,High
5121,1396,11.68,75,2.34,898.56,9.02,67.03,1.19,1,34,URLLC,Low
4835,1112,66.0,61,6.98,517.99,22.59,127.06,3.83,112,91,mMTC,High
2487,1374,27.87,94,0.0,1229.38,5.44,73.26,0.62,166,53,eMBB,Low
4823,1490,66.16,86,9.04,1064.29,26.14,117.14,4.75,172,91,eMBB,High
5363,172,69.76,62,5.61,5.0,23.94,54.59,2.26,159,19,eMBB,Medium
1041,608,28.94,99,7.2,539.78,20.04,80.19,6.74,165,80,URLLC,High
5025,1257,51.28,51,6.34,481.58,18.66,89.2,8.31,10,59,URLLC,High
5966,484,80.7,78,8.28,202.32,29.69,94.06,6.39,137,53,URLLC,High
2666,919,26.75,44,2.3,329.96,10.0,54.04,5.21,111,23,eMBB,Low
1075,1252,5.0,97,0.0,1187.56,1.15,39.53,4.65,89,24,eMBB,Low
1054,968,5.0,81,4.84,726.11,12.18,33.68,10.1,54,25,URLLC,Low
1362,1370,5.0,72,0.49,948.32,4.77,33.84,2.63,147,11,URLLC,Low
5147,501,46.2,87,6.47,283.69,17.61,68.46,8.81,16,39,mMTC,High
1043,1721,5.0,78,5.87,1250.64,13.3,45.69,9.09,67,39,eMBB,Low
2302,551,71.51,88,7.29,397.87,26.28,97.16,5.03,132,91,URLLC,High
5400,972,77.48,54,6.3,362.32,25.14,85.58,3.57,150,40,eMBB,High
6331,626,107.16,65,10.12,214.31,36.03,115.38,5.65,173,86,eMBB,High
3427,710,24.65,41,1.77,201.13,4.48,51.97,1.12,51,29,URLLC,Low
5730,1629,38.24,92,3.06,1317.21,12.65,107.26,0.55,137,58,URLLC,Low
5292,1606,49.35,44,5.86,539.83,19.46,85.66,1.34,173,44,mMTC,Medium
4374,1117,47.66,44,4.39,364.15,20.03,78.19,2.25,155,32,eMBB,Medium
2359,857,39.06,73,7.9,525.45,19.11,83.94,6.05,96,70,eMBB,High
1928,1755,35.13,62,10.61,943.69,21.15,102.78,10.19,170,93,URLLC,High
1357,443,30.82,64,5.46,236.69,12.47,79.94,2.83,153,64,URLLC,Medium
564,198,47.58,71,12.18,112.21,32.45,76.34,11.22,47,76,eMBB,High
5970,1341,49.11,77,10.29,794.78,25.44,58.86,11.46,28,17,eMBB,High
3394,625,28.0,86,9.81,408.71,24.44,68.37,11.51,26,49,eMBB,High
1330,1272,5.0,90,6.87,1046.01,12.59,78.41,10.05,145,68,mMTC,Medium
2754,601,41.87,43,7.19,174.1,17.81,64.56,4.37,103,41,eMBB,Medium
984,713,14.27,57,1.27,377.51,8.73,30.89,0.87,59,16,eMBB,Low
